개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3180000,3180000-102-2021-00002,2021-09-13,,1,영업/정상,1,영업,,,,,,166,150-890,서울특별시 영등포구 여의도동 44-35 제일빌딩,"서울특별시 영등포구 여의대방로 379, 제일빌딩 지하1층 001,002호 (여의도동)",7333,골드스타(Gold스타),2023/03/23 13:54,U,2022/12/02 22:05,룸살롱,193818.1801,446332.0898,,,,,,,,,,,,,,,,,,,
3230000,3230000-102-2017-00002,2017-04-28,,1,영업/정상,1,영업,,,,,,132.79,138-803,서울특별시 송파구 가락동 79-4,"서울특별시 송파구 송파대로28길 20, 지하1층 106호 (가락동)",5718,폭스,2023/03/21 14:06,U,2022/12/02 22:03,룸살롱,210562.9008,443555.8647,,,,,,,,,,,,,,,,,,,
3050000,3050000-102-1984-08492,1984-11-23,,1,영업/정상,1,영업,,,,,,147.5,130-840,서울특별시 동대문구 장안동 366-6,"서울특별시 동대문구 장한로 106, 2층 (장안동)",2639,텐프로 빠,2023/03/21 16:23,U,2022/12/02 22:03,룸살롱,206162.9863,451957.4967,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2007-00004,2007-09-28,,1,영업/정상,1,영업,,,,,02  882 0778,82.52,151-848,서울특별시 관악구 봉천동 857-5 외 1필지 지하1층,"서울특별시 관악구 관악로 174 (봉천동,외 1필지 지하1층)",8788,텔미노래바,2023/03/02 17:08,U,2022/12/03 0:04,비어(바)살롱,195766.887,442051.4127,,,,,,,,,,,,,,,,,,,
3140000,3140000-102-1999-06935,1999-06-07,,1,영업/정상,1,영업,,,,,226532991,105.33,158-050,서울특별시 양천구 목동 923 세신비젼프라자 3층 306~309호,"서울특별시 양천구 목동서로 213, 세신비젼프라자 3층 306~309호 (목동)",7995,캉캉노래바,2023/03/02 18:53,U,2022/12/03 0:04,룸살롱,188494.599,447318.6605,,,,,,,,,,,,,,,,,,,
3180000,3180000-102-2008-00010,2008-09-23,,1,영업/정상,1,영업,,,,,,96.42,150-033,서울특별시 영등포구 영등포동3가 23-8,,,브이아이피(VIP),2023/03/07 15:24,U,2022/12/03 0:09,룸살롱,191900.8897,446178.4263,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2019-00006,2019-09-19,,3,폐업,2,폐업,2023-03-15,,,,,617.24,135-765,"서울특별시 강남구 청담동 129-11 세신빌딩, 16층","서울특별시 강남구 도산대로 541, 세신빌딩 16층 (청담동)",6013,프라이빗 청담,2023/03/15 9:55,U,2022/12/02 23:07,룸살롱,204612.7194,447003.1018,,,,,,,,,,,,,,,,,,,
3110000,3110000-102-2013-00005,2013-11-27,,1,영업/정상,1,영업,,,,,,62.74,122-842,서울특별시 은평구 대조동 198-5 지층,"서울특별시 은평구 연서로 220 (대조동, 지층)",3385,디바노래밤,2023/03/15 15:23,U,2022/12/02 23:07,룸살롱,192884.9471,457304.5887,,,,,,,,,,,,,,,,,,,
3050000,3050000-102-2007-00002,2007-07-10,,3,폐업,2,폐업,2023-03-15,,,,222441155,632.89,130-840,서울특별시 동대문구 장안동 366-7 4층,"서울특별시 동대문구 장한로 110, 4층 (장안동)",,경남브이아이피(VIP)룸,2023/03/15 11:10,U,2022/12/02 23:07,룸살롱,206199.9532,451997.9348,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2011-00002,20110113,,3,폐업,2,폐업,20220526,,,,,525.19,135877,"서울특별시 강남구 삼성동 143-26 지하1층,지상2층,지상3층","서울특별시 강남구 테헤란로77길 11-3, 지하1층,지상2-3층 (삼성동)",6159,프린스,2022/05/26 13:04,U,2021/12/04 22:08,룸살롱,204721.6818,444976.6163,,,,,,,,,,,,,,,,,,,
3150000,3150000-102-2017-00001,20170524,,1,영업/정상,1,영업,,,,,,184.43,157928,서울특별시 강서구 화곡동 1117-7 (지하 1층 중 2층),"서울특별시 강서구 공항대로46길 90, 지일중 이층 (화곡동, 6동)",7658,밀크노래타운2,2022/04/25 16:47,U,2021/12/03 22:08,간이주점,186742.6244,450021.6833,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-2010-00007,20100730,,1,영업/정상,1,영업,,,,,02  747 9955,99.17,110835,서울특별시 종로구 종로5가 38-1 지상1층,"서울특별시 종로구 종로35길 5, 지상1층 (종로5가)",3126,단밤,2022/04/26 16:07,U,2021/12/03 22:08,룸살롱,200263.9717,452127.9204,,,,,,,,,,,,,,,,,,,
3170000,3170000-102-1978-00891,19780203,,1,영업/정상,1,영업,,,,,02  861 0031,85.56,153823,서울특별시 금천구 독산동 951-4,"서울특별시 금천구 남부순환로 1372, 지하1층 (독산동)",8537,헤네시룸비지니스,2022/04/26 10:45,U,2021/12/03 22:08,룸살롱,191389.0277,441916.0816,,,,,,,,,,,,,,,,,,,
3100000,3100000-102-2000-06842,20000426,,1,영업/정상,1,영업,,,,,02 9398184,160.68,139942,서울특별시 노원구 상계동 706-1 2층,"서울특별시 노원구 노해로75길 20-21 (상계동,2층)",1689,솜사탕,2022/10/31 16:55,U,2021/11/01 0:02,룸살롱,205084.1465,461402.6071,,,,,,,,,,,,,,,,,,,
3240000,3240000-102-2012-00003,2012-02-22,,3,폐업,2,폐업,2023-03-16,,,,,361.48,134-874,서울특별시 강동구 천호동 454-53,서울특별시 강동구 천호대로157길 15 (천호동),5329,쥬얼리노래타운,2023/03/16 14:02,U,2022/12/02 23:08,기타,211132.5723,448481.2778,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2016-00006,2016-09-01,,1,영업/정상,1,영업,,,,,,502.65,135-513,서울특별시 강남구 역삼동 701-1 역삼 아르누보씨티,"서울특별시 강남구 언주로 506, 역삼 아르누보씨티 지하1층 101호 (역삼동)",6152,더,2023/03/22 15:49,U,2022/12/02 22:04,룸살롱,203716.9381,444579.034,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2013-00002,2013-06-18,,1,영업/정상,1,영업,,,,,7077223567,799.34,135-513,서울특별시 강남구 역삼동 701-1 지하2층,"서울특별시 강남구 언주로 506, 지하2층 (역삼동)",6152,글로리,2023/03/22 15:51,U,2022/12/02 22:04,관광호텔나이트(디스코),203716.9381,444579.034,,,,,,,,,,,,,,,,,,,
3060000,3060000-102-2007-00002,2007-06-13,,1,영업/정상,1,영업,,,,,,57.15,131-859,서울특별시 중랑구 상봉동 89-17,"서울특별시 중랑구 봉우재로33길 79 (상봉동, 3층)",2149,수,2023/03/23 16:55,U,2022/12/02 22:05,룸살롱,207834.3873,454817.8397,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2010-00006,2010-09-24,,1,영업/정상,1,영업,,,,,,83.34,151-892,서울특별시 관악구 신림동 1431-16,"서울특별시 관악구 신림로 359, 지하1층 (신림동)",8760,야구장 노래클럽,2023/03/24 13:51,U,2022/12/02 22:06,룸살롱,193657.2275,442684.6773,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2004-00007,2004-11-30,,1,영업/정상,1,영업,,,,,02  878 8646,56.56,151-890,서울특별시 관악구 신림동 1422-20,"서울특별시 관악구 남부순환로181길 6 (신림동, 지하1층)",8754,스머프,2023/03/24 14:31,U,2022/12/02 22:06,룸살롱,193838.0057,442520.948,,,,,,,,,,,,,,,,,,,
3230000,3230000-102-2006-00003,2006-11-03,,1,영업/정상,1,영업,,,,,,97.17,138-861,서울특별시 송파구 잠실동 183-9,서울특별시 송파구 백제고분로7길 51 (잠실동),5558,부킹노래바Q,2023/03/23 13:58,U,2022/12/02 22:05,룸살롱,207417.9449,445410.8511,,,,,,,,,,,,,,,,,,,
3110000,3110000-102-2012-00003,20120417,,1,영업/정상,1,영업,,,,,,61.59,122837,서울특별시 은평구 대조동 15-80,"서울특별시 은평구 통일로65길 20-2, 지하1층 (대조동)",3397,홍콩노래밤,2022/05/30 15:26,U,2021/12/06 0:04,기타,193629.1746,456303.7491,,,,,,,,,,,,,,,,,,,
3160000,3160000-102-2001-08837,2001-10-08,,1,영업/정상,1,영업,,,,,226135023,36.17,152-889,서울특별시 구로구 오류동 6-304,서울특별시 구로구 경인로 174 (오류동),8271,수박 노래빠,2023/03/30 11:08,U,2022/12/04 0:01,카바레,185838.9131,443594.3636,,,,,,,,,,,,,,,,,,,
3010000,3010000-102-2007-00012,2007-08-24,,1,영업/정상,1,영업,,,,,02  22667949,64.73,100-300,서울특별시 중구 초동 53-22 (지상2층),"서울특별시 중구 마른내로2길 27 (초동,(지상2층))",4555,제시 노래클럽,2023/02/14 14:40,U,2022/12/01 23:06,룸살롱,199198.6497,451216.4226,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2017-00001,2017-01-09,,1,영업/정상,1,영업,,,,,,62.87,151-892,서울특별시 관악구 신림동 1432-76,"서울특별시 관악구 신림로 351, 지하1층 (신림동)",8760,사탕노래빠,2023/02/15 15:22,U,2022/12/01 23:07,룸살롱,193671.1809,442608.257,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2021-00001,20210709,,1,영업/정상,1,영업,,,,,,452.1,135876,서울특별시 강남구 삼성동 142-29,"서울특별시 강남구 선릉로92길 38, 제이빌딩 9~10층 (삼성동)",6160,"파티앤하이킥 9,10",2022/04/06 15:49,U,2021/12/04 0:08,룸살롱,204512.9899,444870.8103,,,,,,,,,,,,,,,,,,,
3150000,3150000-102-2022-00006,20221114,,1,영업/정상,1,영업,,,,,,444.3,157928,서울특별시 강서구 화곡동 1117-10 지하1층,"서울특별시 강서구 화곡로 318-1, 지하1층 (화곡동)",7658,강구 별밤,2022/11/14 18:14,I,2021/10/31 23:06,노래클럽,186712.752,450014.9056,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2019-00005,20190910,,1,영업/정상,1,영업,,,,,,68.57,151930,서울특별시 관악구 신림동 1640-30,"서울특별시 관악구 남부순환로176길 11, 지하1층 (신림동)",8776,여우노래빠,2022/11/17 10:08,U,2021/10/31 23:09,룸살롱,193612.2494,442364.8843,,,,,,,,,,,,,,,,,,,
3090000,3090000-102-2018-00001,20180503,,1,영업/정상,1,영업,,,,,02 9032861,92,132898,서울특별시 도봉구 창동 3-3 3층 303호,"서울특별시 도봉구 마들로11길 73, 3층 303호 (창동)",1414,스타비어,2022/04/12 17:53,U,2021/12/03 23:04,노래클럽,204263.7065,461207.2447,,,,,,,,,,,,,,,,,,,
3030000,3030000-102-2001-06858,2001-05-24,,1,영업/정상,1,영업,,,,,222425586,64.2,133-850,서울특별시 성동구 용답동 233-6,"서울특별시 성동구 천호대로 426, 지층 (용답동, 233-6)",4808,별밤,2023/04/06 16:47,U,2022/12/04 0:08,룸살롱,205779.0874,450956.8478,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2016-00010,20161201,,1,영업/정상,1,영업,,,,,02  539 7423,567.7,135923,서울특별시 강남구 역삼동 735-11 지하1층,서울특별시 강남구 논현로87길 41 (역삼동),6235,라이징,2022/04/01 9:21,U,2021/12/04 0:03,룸살롱,202890.7014,444070.4441,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2016-00009,20161115,,1,영업/정상,1,영업,,,,,,324.09,135923,서울특별시 강남구 역삼동 735-11 지하1층,서울특별시 강남구 논현로87길 지하 41 (역삼동),,라디오,2022/04/12 13:57,U,2021/12/03 23:04,룸살롱,202890.7014,444070.4441,,,,,,,,,,,,,,,,,,,
3130000,3130000-102-2011-00001,2011-03-09,,3,폐업,2,폐업,2023-04-10,,,,,235.58,121-807,서울특별시 마포구 노고산동 107-1,"서울특별시 마포구 서강로 144, 지하2층 (노고산동)",4100,별밤,2023/04/10 13:13,U,2022/12/03 23:02,룸살롱,194326.3796,450246.9798,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-1986-04329,1986-04-22,,1,영업/정상,1,영업,,,,,02 3443 7228,456.95,135-890,서울특별시 강남구 신사동 561-30,서울특별시 강남구 도산대로 159 (신사동),6037,추카추카,2023/04/10 9:44,U,2022/12/03 23:02,카바레,202207.5706,446324.5871,,,,,,,,,,,,,,,,,,,
3110000,3110000-102-2018-00003,2018-02-05,,1,영업/정상,1,영업,,,,,,115.65,122-858,서울특별시 은평구 불광동 281-172,"서울특별시 은평구 통일로 720, 2층 (불광동)",3368,행복노래밤,2023/03/31 12:14,U,2022/12/04 0:02,룸살롱,193802.2675,456419.664,,,,,,,,,,,,,,,,,,,
3240000,3240000-102-2011-00002,2011-03-03,,1,영업/정상,1,영업,,,,,02  474 5051,217.39,134-814,서울특별시 강동구 길동 459,서울특별시 강동구 천호대로177길 10 (길동),5355,신바람,2023/03/31 14:33,U,2022/12/04 0:02,룸살롱,212091.8416,448085.318,,,,,,,,,,,,,,,,,,,
3150000,3150000-102-2023-00002,2023-04-04,,3,폐업,2,폐업,2023-04-11,,,,,85.5,157-910,서울특별시 강서구 화곡동 936-3 2층,"서울특별시 강서구 곰달래로16길 26, 2층 (화곡동)",7775,골든노래팡,2023/04/11 9:53,U,2022/12/03 23:03,룸살롱,185799.4196,447429.6748,,,,,,,,,,,,,,,,,,,
3150000,3150000-102-2020-00004,2020-12-30,,1,영업/정상,1,영업,,,,,,73.65,157-910,서울특별시 강서구 화곡동 935-1,"서울특별시 강서구 곰달래로16길 32, 2층 (화곡동)",7775,궁전노래바,2023/04/11 11:00,U,2022/12/03 23:03,룸살롱,185803.6118,447396.4592,,,,,,,,,,,,,,,,,,,
3010000,3010000-102-1986-02494,1986-06-03,,3,폐업,2,폐업,2023-04-11,,,,,189.92,100-847,서울특별시 중구 을지로3가 291-45,서울특별시 중구 충무로 54-3 (을지로3가),4549,해양,2023/04/11 14:08,U,2022/12/03 23:03,룸살롱,199321.5604,451526.9013,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2016-00002,20160315,,3,폐업,2,폐업,20220404,,,,,267.83,135877,서울특별시 강남구 삼성동 143-16,"서울특별시 강남구 테헤란로77길 11-20, 지하1층 (삼성동)",6159,상한가,2022/04/04 16:42,U,2021/12/04 0:07,룸살롱,204602.0691,444958.7319,,,,,,,,,,,,,,,,,,,
3010000,3010000-102-2015-00004,20151123,,1,영업/정상,1,영업,,,,,,52.15,100080,서울특별시 중구 북창동 118 2층,"서울특별시 중구 남대문로1길 16 (북창동, 2층)",4526,폭스,2022/03/30 13:22,U,2021/12/04 0:01,노래클럽,197958.2625,451056.1464,,,,,,,,,,,,,,,,,,,
3210000,3210000-102-2009-00001,2009-04-22,,1,영업/정상,1,영업,,,,,02  514 6700,2225.33,137-903,"서울특별시 서초구 잠원동 18-5 외4필지 지하2,3층","서울특별시 서초구 나루터로 64 (잠원동,외4필지 지하2,3층)",6527,유앤미,2023/02/14 16:37,U,2022/12/01 23:06,룸살롱,201428.5176,445869.9511,,,,,,,,,,,,,,,,,,,
3080000,3080000-102-2010-00004,20101119,,1,영업/정상,1,영업,,,,,02  905 5551,405.52,142878,서울특별시 강북구 수유동 229-5,서울특별시 강북구 도봉로 333 (수유동),1073,럭셔리 별밤 소주호프 뮤직타운,2022/04/07 14:02,U,2021/12/04 0:09,간이주점,202139.3266,459501.1472,,,,,,,,,,,,,,,,,,,
3180000,3180000-102-2022-00003,20221122,,1,영업/정상,1,영업,,,,,,69.74,150889,서울특별시 영등포구 여의도동 43-1 유성빌딩,"서울특별시 영등포구 여의대방로69길 28, 유성빌딩 지1층 8호 (여의도동)",7333,아라,2022/11/22 9:42,I,2021/10/31 22:04,룸살롱,193759.9057,446582.5569,,,,,,,,,,,,,,,,,,,
3180000,3180000-102-2022-00004,20221122,,1,영업/정상,1,영업,,,,,,64.16,150889,서울특별시 영등포구 여의도동 43-1 유성빌딩,"서울특별시 영등포구 여의대방로69길 28, 유성빌딩 지1층 1호 (여의도동)",7333,다이아,2022/11/22 9:51,I,2021/10/31 22:04,룸살롱,193759.9057,446582.5569,,,,,,,,,,,,,,,,,,,
3180000,3180000-102-2008-00003,20080110,,1,영업/정상,1,영업,,,,,,79.71,150033,서울특별시 영등포구 영등포동3가 7-52,서울특별시 영등포구 영중로10길 10-1 (영등포동3가),7302,가노래,2022/06/29 14:35,U,2021/12/07 0:01,룸살롱,191663.8259,446313.2761,,,,,,,,,,,,,,,,,,,
3180000,3180000-102-1988-02620,19880229,,1,영업/정상,1,영업,,,,,02 7806777,67.3,150890,서울특별시 영등포구 여의도동 44-14,서울특별시 영등포구 여의대방로 383 (여의도동),7333,여명,2022/06/29 15:33,U,2021/12/07 0:01,룸살롱,193870.8129,446351.9742,,,,,,,,,,,,,,,,,,,
3010000,3010000-102-2009-00003,20090721,,1,영업/정상,1,영업,,,,,,39.67,100300,서울특별시 중구 초동 40-4 지상2층,"서울특별시 중구 충무로 26-1 (초동,지상2층)",4556,별빛,2022/03/31 16:19,U,2021/12/04 0:02,기타,199325.0134,451250.997,,,,,,,,,,,,,,,,,,,
3220000,3220000-102-2008-00014,20081021,,1,영업/정상,1,영업,,,,,,313.99,135876,"서울특별시 강남구 삼성동 142-29 지상2,3층","서울특별시 강남구 선릉로92길 38 (삼성동,지상2,3층)",6160,"파티앤하이킥 2,3",2022/04/12 14:56,U,2021/12/03 23:04,룸살롱,204512.9899,444870.8103,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-2009-00007,20090529,,1,영업/정상,1,영업,,,,,,53.63,110126,서울특별시 종로구 종로6가 244-15,서울특별시 종로구 종로39길 10-1 (종로6가),3125,탈랜트,2022/10/04 11:15,U,2021/10/31 0:06,룸살롱,200487.2698,452159.9004,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-1999-10570,19990715,,1,영업/정상,1,영업,,,,,222743343,93.6,110420,서울특별시 종로구 관수동 154-1 1층,"서울특별시 종로구 수표로 83, 1층 (관수동)",3191,황궁,2022/11/02 14:49,U,2021/11/01 0:04,룸살롱,198991.0028,451828.2224,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-2002-00023,20020930,,1,영업/정상,1,영업,,,,,02 7417324,58.14,110807,서울특별시 종로구 돈의동 19 (지하1층),"서울특별시 종로구 돈화문로11다길 9 (돈의동,(지하1층))",3133,링크(LINK),2022/11/14 14:14,U,2021/10/31 23:06,룸살롱,199094.8142,452287.6943,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-1984-08255,19840811,,3,폐업,2,폐업,19961007,,,,02 9211464,,110827,서울특별시 종로구 숭인동 1252-0번지 ,,,나폴리,2001/09/29 0:00,I,2018/08/31 23:59,스텐드바,201915.038,452657.1297,스텐드바,2,3,기타,갑,상수도전용,,,,,,,,,N,336.44,,,
3000000,3000000-102-2004-00010,2004-04-29,,1,영업/정상,1,영업,,,,,,75.2,110-320,서울특별시 종로구 낙원동 173-1 지상2층,"서울특별시 종로구 수표로 116 (낙원동,지상2층)",3139,대가,2023/04/06 13:44,U,2022/12/04 0:08,룸살롱,198994.5883,452137.4383,,,,,,,,,,,,,,,,,,,
3110000,3110000-102-2001-07908,2001-05-10,,1,영업/정상,1,영업,,,,,02 3853025,70.75,122-837,서울특별시 은평구 대조동 15-84 지하1 층,"서울특별시 은평구 통일로65길 24, 지하1층 (대조동)",3397,볼보노래밤,2023/02/20 10:42,U,2022/12/01 22:02,룸살롱,193609.7075,456302.641,,,,,,,,,,,,,,,,,,,
3000000,3000000-102-2004-00002,20040302,,1,영업/정상,1,영업,,,,,,124.11,110826,서울특별시 종로구 숭인동 313-8 지하1층,"서울특별시 종로구 지봉로 26-1, 지하1층 (숭인동)",3114,리치,2022/04/14 11:49,U,2021/12/03 23:06,룸살롱,201335.6963,452231.3295,,,,,,,,,,,,,,,,,,,
3010000,3010000-102-2002-00058,20021218,,1,영업/정상,1,영업,,,,,02 7522032,73.27,100080,서울특별시 중구 북창동 67-0 (2층),"서울특별시 중구 남대문로1길 36 (북창동,(2층))",4526,블링블링2,2022/04/22 13:22,U,2021/12/03 22:04,룸살롱,197940.657,451160.1579,,,,,,,,,,,,,,,,,,,
3200000,3200000-102-2002-00002,20020307,,1,영업/정상,1,영업,,,,,,70.02,151890,서울특별시 관악구 신림동 1423-28,"서울특별시 관악구 봉천로12길 69, 지하1층 (신림동)",8754,루비,2022/10/20 10:41,U,2021/10/30 22:02,룸살롱,193767.9354,442617.3761,,,,,,,,,,,,,,,,,,,
3170000,3170000-102-1999-05865,19990612,,1,영업/정상,1,영업,,,,,02 8966652,89.19,153858,서울특별시 금천구 시흥동 889-13 지하1층 (시흥대로 475),"서울특별시 금천구 시흥대로 212 (시흥동,지하1층 (시흥대로 475))",8628,준노래,2023/01/02 14:19,U,2022/12/01 0:05,룸살롱,191230.1831,438962.5606,,,,,,,,,,,,,,,,,,,
3050000,3050000-102-1984-08482,19841107,,1,영업/정상,1,영업,,,,,222464624,211.79,130840,서울특별시 동대문구 장안동 366-6 지하1층,"서울특별시 동대문구 장한로 106, 지하1층 (장안동)",2639,25시 노래방,2022/10/13 16:37,U,2021/10/30 23:05,룸살롱,206162.9863,451957.4967,,,,,,,,,,,,,,,,,,,
3130000,3130000-102-1999-08033,1999-12-14,,1,영업/정상,1,영업,,,,,02  324 3390,130.54,121-838,서울특별시 마포구 서교동 354-2,"서울특별시 마포구 홍익로 29 (서교동, 지하1층)",4038,파레스 노래타운,2023/02/06 13:06,U,2022/12/02 0:08,룸살롱,193011.9823,450260.4912,,,,,,,,,,,,,,,,,,,
