개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3040000,3040000-103-1993-06903,19931122,,3,폐업,2,폐업,19941006.0,,,,204526539,,143865,서울특별시 광진구 자양동 608-19번지 ,,,스타영상가요반주단란,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206641.557,447859.977,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,100.29,,,
3040000,3040000-103-1993-06905,19930903,,1,영업/정상,1,영업,nan,,,,02 4468227,108.72,143826,서울특별시 광진구 구의동 252-90 ,서울특별시 광진구 자양로 112 (구의동),5043.0,제이제이(JJ)노래주점,2021/11/01 15:33,U,2021/11/03 2:40,단란주점,207326.7236,448373.8358,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,108.72,,,
3040000,3040000-103-1993-06906,19931019,,3,폐업,2,폐업,19980818.0,,,,02 4447648,,143825,서울특별시 광진구 구의동 246-16번지 ,,,가람단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207355.378,448341.8927,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,117.16,,,
3040000,3040000-103-1993-06907,19931103,,1,영업/정상,1,영업,nan,,,,02 4529110,75.6,143866,서울특별시 광진구 자양동 624-30 ,"서울특별시 광진구 자양로13길 26, 지층 (자양동)",5057.0,궁전,2021/02/17 17:26,U,2021/02/19 2:40,단란주점,207234.6846,448107.573,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,75.6,,,
3040000,3040000-103-1993-06908,19931106,,3,폐업,2,폐업,20010426.0,,,,02 4995270,,143838,서울특별시 광진구 군자동 91-7번지 ,,,오아시스,2002/08/09 0:00,I,2018/08/31 23:59,단란주점,206333.1761,450487.4483,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,140.85,,,
3040000,3040000-103-1993-06909,19931110,,3,폐업,2,폐업,19970911.0,,,,02 4671085,,143916,서울특별시 광진구 화양동 18-32번지 ,,,황제단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206041.4888,449522.6242,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,97.74,,,
3040000,3040000-103-1993-06910,19931112,,3,폐업,2,폐업,20020228.0,,,,02 4535511,,143890,서울특별시 광진구 중곡동 125-1번지 ,,,청록단란주점,2002/04/12 0:00,I,2018/08/31 23:59,단란주점,207610.9547,450813.1179,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,122.22,,,
3040000,3040000-103-1993-06911,19931122,,3,폐업,2,폐업,19971104.0,,,,02 4670067,,143904,서울특별시 광진구 중곡동 245-1번지 ,,,비지니스킹카단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206952.8346,451192.7863,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,87.3,,,
3040000,3040000-103-1993-06912,19931123,,3,폐업,2,폐업,20120103.0,,,,02 4526222,,143873,서울특별시 광진구 자양동 679-28번지 ,서울특별시 광진구 뚝섬로 680 (자양동),,태평양,2011/12/13 15:13,I,2018/08/31 23:59,단란주점,207450.4592,447746.3211,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,141.78,,,
3040000,3040000-103-1993-06913,19931123,,3,폐업,2,폐업,19990331.0,,,,02 4445459,,143908,서울특별시 광진구 중곡동 341-7번지 ,,,무비스타단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207161.4559,450484.3861,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,69.08,,,
3040000,3040000-103-1993-06914,19931123,,3,폐업,2,폐업,20001101.0,,,,02 2012367,,143853,서울특별시 광진구 자양동 779-11번지 ,,,보스비지니스단란주점,2002/05/15 0:00,I,2018/08/31 23:59,단란주점,207264.3764,448406.9758,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,123.98,,,
3040000,3040000-103-1993-06915,19931126,,3,폐업,2,폐업,19980730.0,,,,02 4584684,,143865,서울특별시 광진구 자양동 607-14번지 ,,,만남단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206787.81,447805.8488,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,66.24,,,
3040000,3040000-103-1993-06916,19931129,,3,폐업,2,폐업,20100222.0,,,,02 4998406,,143841,서울특별시 광진구 자양동 7-22번지 ,,,피플피플단란주점,2002/10/23 0:00,I,2018/08/31 23:59,단란주점,205952.3938,448664.2635,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,96.56,,,
3040000,3040000-103-1993-06917,19931216,,1,영업/정상,1,영업,nan,,,,02 4586007,103.52,143825,서울특별시 광진구 구의동 243-22 ,서울특별시 광진구 아차산로 413 (구의동),5044.0,당근노래주점,2020/11/23 15:44,U,2020/11/25 2:40,단란주점,207749.1213,448413.8608,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,103.52,,,
3040000,3040000-103-1993-06918,19931214,,1,영업/정상,1,영업,nan,,,,02 4676114,93.68,143843,서울특별시 광진구 자양동 45-34 ,서울특별시 광진구 뚝섬로 492 (자양동),5085.0,라이브(술있는 노래방),2021/07/12 14:50,U,2021/07/14 2:40,단란주점,205670.8189,448202.8825,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,93.68,,,
3040000,3040000-103-1993-06921,19931222,,3,폐업,2,폐업,19980625.0,,,,204445393,,143915,서울특별시 광진구 화양동 111-72번지 ,,,청기와단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206508.8515,449413.7287,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,102.93,,,
3040000,3040000-103-1993-06922,19931228,,3,폐업,2,폐업,19951031.0,,,,02   00000,,143887,서울특별시 광진구 중곡동 78-1번지 ,,,카사,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207696.7007,450745.9991,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,94.73,,,
3040000,3040000-103-1993-06923,19931230,,3,폐업,2,폐업,20060210.0,,,,02 4634036,,143912,서울특별시 광진구 중곡동 647-20번지 ,,,힐탑,2002/10/24 0:00,I,2018/08/31 23:59,단란주점,207025.7957,450766.8495,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,134.58,,,
3040000,3040000-103-1993-06930,19931211,,3,폐업,2,폐업,19941117.0,,,,204548828,,143826,서울특별시 광진구 구의동 252-116번지 ,,,로렐라이단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207398.6172,448394.7818,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,73.5,,,
3040000,3040000-103-1993-06952,19931231,,3,폐업,2,폐업,19950904.0,,,,204643412,,143915,서울특별시 광진구 화양동 206-0번지 ,,,도시호프단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206376.2506,449455.0461,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,138.0,,,
3040000,3040000-103-1993-06960,19931123,,1,영업/정상,1,영업,nan,,,,02 4447704,90.41,143865,서울특별시 광진구 자양동 607-17 ,서울특별시 광진구 뚝섬로 608 (자양동),5099.0,쉘리단란주점,2021/05/24 17:40,U,2021/05/26 2:40,단란주점,206752.4758,447819.0704,단란주점,,,,,,,,,,,,,,Y,90.41,,,
3040000,3040000-103-1993-06966,19931021,,3,폐업,2,폐업,19991101.0,,,,02 4577070,,143825,서울특별시 광진구 구의동 246-31번지 ,,,황실단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207380.5402,448360.6995,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,60.9,,,
3040000,3040000-103-1993-06969,19931112,,3,폐업,2,폐업,20020930.0,,,,02 4630284,,143916,서울특별시 광진구 화양동 23-40번지 ,,,러브포트단란주점,2002/01/21 0:00,I,2018/08/31 23:59,단란주점,205855.6394,449404.7443,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,102.9,,,
3040000,3040000-103-1993-06970,19931115,,3,폐업,2,폐업,20000120.0,,,,02 4999598,,143914,서울특별시 광진구 화양동 8-27번지 ,,,스파트,2000/01/24 0:00,I,2018/08/31 23:59,단란주점,206101.5911,448768.0997,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,40.0,,,
3040000,3040000-103-1993-06971,19931117,,3,폐업,2,폐업,19951114.0,,,,204987316,,143914,서울특별시 광진구 화양동 8-100번지 ,,,돌고래,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206068.0154,448761.6323,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,63.95,,,
3040000,3040000-103-1993-06985,19931230,,3,폐업,2,폐업,20001101.0,,,,02 4655431,,143915,서울특별시 광진구 화양동 112-17번지 ,,,엠티브이단란주점,2002/05/15 0:00,I,2018/08/31 23:59,단란주점,206349.0913,449427.4204,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,56.0,,,
3040000,3040000-103-1993-06995,19931111,,1,영업/정상,1,영업,nan,,,,02 4460345,151.46,143817,서울특별시 광진구 구의동 54-20번지 ,서울특별시 광진구 천호대로 681 (구의동),4954.0,골드,2020/04/07 11:52,U,2020/04/09 2:40,단란주점,207965.6355,449806.78,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,151.46,,,
3040000,3040000-103-1993-06996,19931223,,3,폐업,2,폐업,20210719.0,,,,02 4540827,79.86,143826,서울특별시 광진구 구의동 252-130 ,서울특별시 광진구 아차산로51길 31 (구의동),5043.0,올리브,2021/07/19 11:56,U,2021/07/21 2:40,단란주점,207429.6707,448459.5368,단란주점,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,79.86,,,
3040000,3040000-103-1993-07001,19931201,,1,영업/정상,1,영업,nan,,,,02 4561029,121.35,143867,서울특별시 광진구 자양동 628-33 ,서울특별시 광진구 자양로 71 (자양동),5056.0,아지트,2021/07/12 14:51,U,2021/07/14 2:40,단란주점,207366.8051,447998.4856,단란주점,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,121.35,,,
3040000,3040000-103-1993-07014,19931216,,1,영업/정상,1,영업,nan,,,,222017775,88.54,143867,서울특별시 광진구 자양동 627-2,서울특별시 광진구 자양로 87 (자양동),5056.0,평야7080,2022/07/14 14:32,U,2021/12/06 23:06,단란주점,207320.1734,448158.3168,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1993-07017,19931129,,3,폐업,2,폐업,19990325.0,,,,02 4683489,,143841,서울특별시 광진구 자양동 9-31번지 ,,,드라마단란주점,2003/02/03 0:00,I,2018/08/31 23:59,단란주점,205887.5155,448665.5986,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,131.6,,,
3040000,3040000-103-1993-07020,19931129,,1,영업/정상,1,영업,nan,,,,02 4578100,84.37,143822,서울특별시 광진구 구의동 219-28번지 ,서울특별시 광진구 아차산로 455 (구의동),5046.0,멜론노래,2020/04/07 11:51,U,2020/04/09 2:40,단란주점,208126.0548,448589.3739,단란주점,,,,,,,,,,,,,,Y,84.37,,,
3040000,3040000-103-1993-07023,19931103,,3,폐업,2,폐업,20011107.0,,,,02 4620031,,143916,서울특별시 광진구 화양동 21-1번지 ,,,영 단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206010.2688,449527.1618,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,143.85,,,
3040000,3040000-103-1993-07024,19931111,,3,폐업,2,폐업,20060118.0,,,,234362991,,143828,서울특별시 광진구 구의동 257-97번지 ,,,억불,2005/12/09 0:00,I,2018/08/31 23:59,단란주점,207448.6302,448555.4002,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,80.43,,,
3040000,3040000-103-1993-07030,19931027,,3,폐업,2,폐업,19950104.0,,,,204638219,,143916,서울특별시 광진구 화양동 21-38번지 ,,,청록,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205966.6491,449499.9441,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,83.96,,,
3040000,3040000-103-1993-07052,19931105,,3,폐업,2,폐업,19991220.0,,,,2,,143908,서울특별시 광진구 중곡동 340-3번지 ,,,뮤즈단란주점,1999/12/22 0:00,I,2018/08/31 23:59,단란주점,207324.4805,451013.4638,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,44.16,,,
3040000,3040000-103-1993-07055,19931019,,3,폐업,2,폐업,20080227.0,,,,02 6630660,,143841,서울특별시 광진구 자양동 9-3번지 ,,,환타지아,2003/09/26 0:00,I,2018/08/31 23:59,단란주점,205857.8802,448682.0795,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,110.6,,,
3040000,3040000-103-1993-07059,19931228,,3,폐업,2,폐업,19971104.0,,,,02 4547310,,143961,서울특별시 광진구 구의동 227-6번지 ,,,그린단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207938.1602,449059.8757,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,72.8,,,
3040000,3040000-103-1993-07063,19931227,,3,폐업,2,폐업,19991230.0,,,,02 4996668,,143916,서울특별시 광진구 화양동 17-10번지 ,,,천리향단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206086.3741,449463.5471,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,119.14,,,
3040000,3040000-103-1993-07079,19931230,,3,폐업,2,폐업,20001101.0,,,,02 4651988,,143915,서울특별시 광진구 화양동 116-9번지 ,,,다운타운단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206218.6103,449470.4013,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,46.78,,,
3040000,3040000-103-1993-07085,19931218,,3,폐업,2,폐업,20010110.0,,,,02 4974795,,143841,서울특별시 광진구 자양동 6-76번지 ,,,귀빈단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205960.1301,448639.0202,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,56.11,,,
3040000,3040000-103-1993-07090,19931122,,3,폐업,2,폐업,20001101.0,,,,204580705,,143962,서울특별시 광진구 구의동 229-43번지 ,,,만남단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207884.5732,449151.6963,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,80.06,,,
3040000,3040000-103-1994-06864,19940601,,3,폐업,2,폐업,20110126.0,,,,02 4986585,,143842,서울특별시 광진구 자양동 24-5번지 ,,,포룸 노래주점,2011/01/03 15:02,I,2018/08/31 23:59,단란주점,205548.6898,448653.0858,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,81.72,,,
3040000,3040000-103-1994-06873,19941022,,3,폐업,2,폐업,20151026.0,,,,02 4504425,,143800,서울특별시 광진구 광장동 21번지 ,서울특별시 광진구 워커힐로 177 (광장동),4963.0,시로코(sirocco),2015/04/17 10:00,I,2018/08/31 23:59,단란주점,209766.9736,450385.0007,단란주점,,,,,,,,,,,,,,N,846.18,,,
3040000,3040000-103-1994-06876,19941130,,3,폐업,2,폐업,20110208.0,,,,02 4440524,,143831,서울특별시 광진구 구의동 599-7번지 ,,,영빈,2011/01/05 9:34,I,2018/08/31 23:59,단란주점,208048.0519,447876.2881,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,84.52,,,
3040000,3040000-103-1994-06878,19940526,,3,폐업,2,폐업,19950704.0,,,,204686376,,143903,서울특별시 광진구 중곡동 239-56번지 ,,,태평양,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206842.0184,451291.3399,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,82.47,,,
3040000,3040000-103-1994-06880,19940512,,1,영업/정상,1,영업,nan,,,,02 4988488,66.78,143900,서울특별시 광진구 중곡동 169-30,서울특별시 광진구 면목로 170 (중곡동),4904.0,무쏘 단란주점,2022/07/08 14:26,U,2021/12/06 23:02,단란주점,207240.2015,451773.6153,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-06881,19941228,,3,폐업,2,폐업,20060327.0,,,,222084467,,143841,서울특별시 광진구 자양동 3-5번지 ,,,꽃반지단란주점,2002/10/23 0:00,I,2018/08/31 23:59,단란주점,206043.4287,448409.3559,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,65.1,,,
3040000,3040000-103-1994-06882,19941019,,3,폐업,2,폐업,19990325.0,,,,02 3332927,,143846,서울특별시 광진구 자양동 236-103번지 ,,,피디단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205391.3824,448379.4805,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,133.01,,,
3040000,3040000-103-1994-06883,19940704,,3,폐업,2,폐업,20020930.0,,,,02 4553650,,143926,서울특별시 광진구 화양동 483-1번지 ,,,하이마트단란주점,2002/01/16 0:00,I,2018/08/31 23:59,단란주점,206774.5871,449265.4933,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,81.09,,,
3040000,3040000-103-1994-06901,19940719,,3,폐업,2,폐업,20020828.0,,,,02 4668271,,143838,서울특별시 광진구 군자동 477-19번지 ,,,무쏘단란주점,2002/02/05 0:00,I,2018/08/31 23:59,단란주점,206884.9509,450471.512,단란주점,0.0,0.0,주택가주변,자율,상수도전용,,,,,,,,,N,117.83,,,
3040000,3040000-103-1994-06904,19940119,,3,폐업,2,폐업,19970211.0,,,,02 4623335,,143841,서울특별시 광진구 자양동 7-17번지 ,,,여정단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205981.5303,448685.2572,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,134.25,,,
3040000,3040000-103-1994-06925,19940105,,3,폐업,2,폐업,20140213.0,,,,02 4612568,,143915,서울특별시 광진구 화양동 202-0번지 ,서울특별시 광진구 광나루로 386-3 (화양동),5009.0,기차길,2013/12/30 11:00,I,2018/08/31 23:59,단란주점,206358.937,449462.2455,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,117.28,,,
3040000,3040000-103-1994-06926,19940113,,3,폐업,2,폐업,20001101.0,,,,02 4568775,,143888,서울특별시 광진구 중곡동 92-5번지 ,,,다이아몬드단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207753.5982,450393.4249,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,99.4,,,
3040000,3040000-103-1994-06927,19940120,,3,폐업,2,폐업,20051222.0,,,,02 4631588,,143916,서울특별시 광진구 화양동 20-29번지 ,,,초원단란주점,2002/10/24 0:00,I,2018/08/31 23:59,단란주점,205961.765,449472.1818,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,86.7,,,
3040000,3040000-103-1994-06929,19940122,,3,폐업,2,폐업,20020930.0,,,,02 4675649,,143916,서울특별시 광진구 화양동 19-7번지 ,,,금비,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,206032.8303,449470.0936,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,88.56,,,
3040000,3040000-103-1994-06932,19940204,,3,폐업,2,폐업,19970724.0,,,,02 4610502,,143916,서울특별시 광진구 화양동 21-41번지 ,,,천지단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,205955.0647,449500.9083,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,94.77,,,
3040000,3040000-103-1994-06933,19940216,,3,폐업,2,폐업,20220311.0,,,,02 4441063,66.36,143874,서울특별시 광진구 자양동 680-25 ,서울특별시 광진구 자양로 56 (자양동),5052.0,두리수단란주점,2022/03/11 14:19,U,2022/03/13 2:40,단란주점,207474.5265,447856.9625,단란주점,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,66.36,,,
3040000,3040000-103-1994-06934,19940228,,3,폐업,2,폐업,20020122.0,,,,02 4983535,,143899,서울특별시 광진구 중곡동 163-2번지 ,,,시바단란주점,2002/02/02 0:00,I,2018/08/31 23:59,단란주점,207167.1152,451109.393,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,108.0,,,
3040000,3040000-103-1994-06935,19940314,,1,영업/정상,1,영업,nan,,,,02 4551818,73.76,143803,서울특별시 광진구 광장동 185-2번지 ,서울특별시 광진구 아차산로78길 177 (광장동),4969.0,힐링,2019/03/07 17:23,U,2019/03/09 2:40,단란주점,209495.8403,449477.4782,단란주점,,,,,,,,,,,,,,Y,73.76,,,
3040000,3040000-103-1994-06936,19940323,,1,영업/정상,1,영업,nan,,,,234091479,107.08,143915,서울특별시 광진구 화양동 225-0,서울특별시 광진구 광나루로 396 (화양동),5009.0,샴푸,2022/11/21 10:46,U,2021/10/31 22:03,단란주점,206432.2038,449440.6524,,,,,,,,,,,,,,,,,,,
3040000,3040000-103-1994-06937,19940404,,3,폐업,2,폐업,20001101.0,,,,02 4634024,,143916,서울특별시 광진구 화양동 17-5번지 ,,,투투킹단란주점,2002/05/15 0:00,I,2018/08/31 23:59,단란주점,206112.5703,449464.4526,단란주점,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,60.9,,,
3040000,3040000-103-1994-06938,19940406,,1,영업/정상,1,영업,nan,,,,02 4975617,139.97,143917,서울특별시 광진구 화양동 48-23번지 ,서울특별시 광진구 아차산로25길 8 (화양동),5019.0,슈퍼스타,2020/04/07 13:29,U,2020/04/09 2:40,단란주점,205829.2778,448837.4143,단란주점,,,,,,,,,,,,,,Y,139.97,,,
3040000,3040000-103-1994-06939,19940411,,3,폐업,2,폐업,20010220.0,,,,02 4535517,,143908,서울특별시 광진구 중곡동 340-2번지 ,,,미미단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207305.011,451025.0089,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,76.9,,,
3040000,3040000-103-1994-06940,19940415,,3,폐업,2,폐업,20000408.0,,,,02 4977673,,143902,서울특별시 광진구 중곡동 211-29번지 ,,,공간단란주점,2001/11/29 0:00,I,2018/08/31 23:59,단란주점,207242.7237,451854.4985,단란주점,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,60.5,,,
3040000,3040000-103-1994-06941,19940425,,3,폐업,2,폐업,20020712.0,,,,02 4553287,,143807,서울특별시 광진구 광장동 317-1번지 ,,,바카라,2002/07/13 0:00,I,2018/08/31 23:59,단란주점,209410.5164,449397.1565,단란주점,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,87.41,,,
